scope,folder,filename,ext,size_mb,created,modified,modified_by,tags,asset_type,industry,product,competitor,status,suggest_ingest,skip_reason,web_url,drive_id,item_id
sales,Accops Brand Files,accops_logo_grey@2x.png,png,0.04,2021-07-16,2021-07-16,BALABHARATHY,Brand; Sales,Brand,,,,active,no,not a document,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Accops%20Brand%20Files/accops_logo_grey@2x.png,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT5EDT6EK2BQ3NBZXS67NNJ3MYMI
sales,Accops Brand Files/Accops Product Logos,Accops Nano_V2.png,png,0.0,2021-12-23,2021-08-25,SANDIP MALLIK,Brand; Sales,Brand,,,,active,no,not a document,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Accops%20Brand%20Files/Accops%20Product%20Logos/Accops%20Nano_V2.png,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHTYXFEPQRQBY4JC2DS2N44NUCBXI
sales,Accops Brand Files/Accops Product Logos,Digital Workspace.png,png,0.01,2021-12-23,2021-08-25,SANDIP MALLIK,Brand; Sales,Brand,,,,active,no,not a document,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Accops%20Brand%20Files/Accops%20Product%20Logos/Digital%20Workspace.png,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT4Y6JGUHXXNYRFK6DCR53ISHWDP
sales,Accops Brand Files/Accops Product Logos,HyDesk_V2.PNG,png,0.01,2021-12-23,2021-08-25,SANDIP MALLIK,Brand; HyDesk; Sales,Brand,,HyDesk,,active,no,not a document,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Accops%20Brand%20Files/Accops%20Product%20Logos/HyDesk_V2.PNG,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT2YBYNPORLYABEL2OZXR2OUBW47
sales,Accops Brand Files/Accops Product Logos,HyID_V2.PNG,png,0.02,2021-12-23,2021-08-25,SANDIP MALLIK,Brand; HyID; Sales,Brand,,HyID,,active,no,not a document,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Accops%20Brand%20Files/Accops%20Product%20Logos/HyID_V2.PNG,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT6HZ4OAGI4IERHKRS6BVSEUWFI3
sales,Accops Brand Files/Accops Product Logos,HyLite_V2.PNG,png,0.01,2021-12-23,2021-08-25,SANDIP MALLIK,Brand; Sales,Brand,,,,active,no,not a document,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Accops%20Brand%20Files/Accops%20Product%20Logos/HyLite_V2.PNG,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT6NHCA3XP4C6RAJWSGHH7DRTJI3
sales,Accops Brand Files/Accops Product Logos,HySecure_V2.PNG,png,0.01,2021-12-23,2021-08-25,SANDIP MALLIK,Brand; HySecure; Sales,Brand,,HySecure,,active,no,not a document,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Accops%20Brand%20Files/Accops%20Product%20Logos/HySecure_V2.PNG,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT5QUBSIHFNHHRHZA2HOYIKLENYP
sales,Accops Brand Files/Accops Product Logos,HyWorks_V2.PNG,png,0.01,2021-12-23,2021-08-25,SANDIP MALLIK,Brand; HyWorks; Sales,Brand,,HyWorks,,active,no,not a document,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Accops%20Brand%20Files/Accops%20Product%20Logos/HyWorks_V2.PNG,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT6RY4NBCQD64ZB37CH7OOTZMTLB
sales,Accops Brand Files/Accops Product Logos,hylabs icon.png,png,0.06,2021-12-23,2021-08-25,SANDIP MALLIK,Brand; HyLabs; Sales,Brand,,HyLabs,,active,no,not a document,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Accops%20Brand%20Files/Accops%20Product%20Logos/hylabs%20icon.png,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHTYWBTCYQMSIYJB226VYUSMGIFAF
sales,Accops Brand Files/LinkedIn Cover Image,Social-Media-BannersArtboard-5.png,png,0.1,2022-12-12,2022-08-26,SANDIP MALLIK,Brand; Media; Sales,Brand,Media,,,active,no,not a document,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Accops%20Brand%20Files/LinkedIn%20Cover%20Image/Social-Media-BannersArtboard-5.png,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT5M6IP5GQY5QZFYFOVAOMKUPWRJ
sales,Accops Brand Files/LinkedIn Cover Image,Social-Media-BannersArtboard-7.png,png,0.07,2022-12-12,2022-08-26,SANDIP MALLIK,Brand; Media; Sales,Brand,Media,,,active,no,not a document,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Accops%20Brand%20Files/LinkedIn%20Cover%20Image/Social-Media-BannersArtboard-7.png,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT2WORUISHGE5JAKB4UFAHOHTIUA
sales,Accops Brand Files/LinkedIn Cover Image,Social-Media-BannersArtboard-8.png,png,0.11,2022-12-12,2022-08-26,SANDIP MALLIK,Brand; Media; Sales,Brand,Media,,,active,no,not a document,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Accops%20Brand%20Files/LinkedIn%20Cover%20Image/Social-Media-BannersArtboard-8.png,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT76IJGZDCULCRGLWZQ667UBIP6F
sales,Accops Brand Files/LinkedIn Cover Image/Archive,LinkedIn banner.png,png,0.34,2023-08-31,2023-08-31,SANDIP MALLIK,Brand; Sales; Archived,Brand,,,,archived,no,archive/draft folder,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Accops%20Brand%20Files/LinkedIn%20Cover%20Image/Archive/LinkedIn%20banner.png,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT2PIGRYKAG2DVCIGVJFF4WWZDIM
sales,Accops Brand Files/New Email Signatures,Signature Gartner.jpg,jpg,0.09,2025-08-22,2025-08-22,SANDIP MALLIK,Brand; Analyst Report; Sales,Brand; Analyst Report,,,,active,no,not a document,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Accops%20Brand%20Files/New%20Email%20Signatures/Signature%20Gartner.jpg,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT75LCJYDUDW6ZCLL6XNPL6WHFO3
sales,Accops Brand Files/New Email Signatures/Signature - Accepted Globally,Accops Email Signature - 1@4x-100 2.jpg,jpg,0.16,2022-09-08,2022-09-08,SANDIP MALLIK,Brand; Sales,Brand,,,,active,no,not a document,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Accops%20Brand%20Files/New%20Email%20Signatures/Signature%20-%20Accepted%20Globally/Accops%20Email%20Signature%20-%201@4x-100%202.jpg,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT3JUKDYBOM6NZCY6ASZJ6LOXZNE
sales,Accops Brand Files/New Email Signatures/Signature - Accepted Globally,Accops Email Signature - 2@4x-100 2.jpg,jpg,0.09,2022-09-08,2022-09-08,SANDIP MALLIK,Brand; Sales,Brand,,,,active,no,not a document,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Accops%20Brand%20Files/New%20Email%20Signatures/Signature%20-%20Accepted%20Globally/Accops%20Email%20Signature%20-%202@4x-100%202.jpg,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT523SMYEV2ZLFAI2NGBHRAFSSAX
sales,Accops Brand Files/New Email Signatures/Signature - Work from Anywhere,Accops Email Signature - 1@4x-100 1.jpg,jpg,0.16,2022-09-08,2022-09-08,SANDIP MALLIK,Brand; Sales,Brand,,,,active,no,not a document,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Accops%20Brand%20Files/New%20Email%20Signatures/Signature%20-%20Work%20from%20Anywhere/Accops%20Email%20Signature%20-%201@4x-100%201.jpg,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHTZGPGZXXHQ6YJF3IJ265OP73FLS
sales,Accops Brand Files/New Email Signatures/Signature - Work from Anywhere,Accops Email Signature - 2@4x-100 1.jpg,jpg,0.08,2022-09-08,2022-09-08,SANDIP MALLIK,Brand; Sales,Brand,,,,active,no,not a document,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Accops%20Brand%20Files/New%20Email%20Signatures/Signature%20-%20Work%20from%20Anywhere/Accops%20Email%20Signature%20-%202@4x-100%201.jpg,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT6BUNHKY3EMOVHJDXZUYES6T5HL
sales,Accops Brand Files/Virtual Office,Accops Delhi Office 3.png,png,1.14,2022-08-09,2022-08-09,SANDIP MALLIK,Brand; Sales,Brand,,,,active,no,not a document,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Accops%20Brand%20Files/Virtual%20Office/Accops%20Delhi%20Office%203.png,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHTZGS534ZEOX4ZCKTZN3WI6WYOVY
sales,Accops Brand Files/Virtual Office,Accops Delhi Virtual Office 4.png,png,1.34,2022-08-09,2022-07-12,SANDIP MALLIK,Brand; Sales,Brand,,,,active,no,not a document,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Accops%20Brand%20Files/Virtual%20Office/Accops%20Delhi%20Virtual%20Office%204.png,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT5C5Z35P5V7FZDJSEWQ35FRTUTM
sales,Accops Brand Files/Virtual Office,Virtual Background 1.jpg,jpg,4.07,2022-08-01,2022-08-01,SANDIP MALLIK,Brand; Sales,Brand,,,,active,no,not a document,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Accops%20Brand%20Files/Virtual%20Office/Virtual%20Background%201.jpg,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHTYKTMTB3QHQ7BBLVZNVCLRM65TB
sales,Accops Brand Files/Virtual Office,Virtual Background 2.jpg,jpg,3.05,2022-08-01,2022-08-01,SANDIP MALLIK,Brand; Sales,Brand,,,,active,no,not a document,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Accops%20Brand%20Files/Virtual%20Office/Virtual%20Background%202.jpg,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT7AC6IQQSEQZFDIZA5PLEMU5Y3Z
sales,Accops Brand Files/Virtual Office,Virtual Background 3.jpg,jpg,3.34,2022-08-01,2022-08-01,SANDIP MALLIK,Brand; Sales,Brand,,,,active,no,not a document,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Accops%20Brand%20Files/Virtual%20Office/Virtual%20Background%203.jpg,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT7GF6HW26VEDRE37TWWGOGI5RGB
sales,Accops Brand Files/Virtual Office,Virtual bg (14) copy.jpg,jpg,0.67,2025-07-23,2025-07-23,SANDIP MALLIK,Brand; Sales,Brand,,,,active,no,not a document,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Accops%20Brand%20Files/Virtual%20Office/Virtual%20bg%20(14)%20copy.jpg,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT4RG4WVLVFBLJFY2KX4V7RKEX7S
sales,Accops Brand Files/Virtual Office,Virtual bg (14).jpg,jpg,0.85,2025-07-23,2025-07-23,SANDIP MALLIK,Brand; Sales,Brand,,,,active,no,not a document,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Accops%20Brand%20Files/Virtual%20Office/Virtual%20bg%20(14).jpg,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT7CKDLQGTTSOVHYYJGFM4KRK6YL
sales,Accops Brand Files/Virtual Office,Virtual bg (24).jpg,jpg,1.3,2025-07-23,2025-07-23,SANDIP MALLIK,Brand; Sales,Brand,,,,active,no,not a document,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Accops%20Brand%20Files/Virtual%20Office/Virtual%20bg%20(24).jpg,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT6A4J55DPDWTNF27JEMXPJYSCS4
sales,Accops Brand Files/Wallpaper,Login A.jpg,jpg,2.16,2025-10-07,2025-10-07,SANDIP MALLIK,Brand; Sales,Brand,,,,active,no,not a document,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Accops%20Brand%20Files/Wallpaper/Login%20A.jpg,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHTZIYLW74KOFORHJLNQ55I3FYB7A
sales,Accops Brand Files/Wallpaper,Login B.jpg,jpg,1.28,2025-10-07,2025-10-07,SANDIP MALLIK,Brand; Sales,Brand,,,,active,no,not a document,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Accops%20Brand%20Files/Wallpaper/Login%20B.jpg,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT2ZDUZJWAYVN5H2IDXU43FS3D52
sales,Accops Brand Files/Wallpaper,Login C.jpg,jpg,1.4,2025-10-07,2025-10-07,SANDIP MALLIK,Brand; Sales,Brand,,,,active,no,not a document,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Accops%20Brand%20Files/Wallpaper/Login%20C.jpg,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHTZHLOACSNHDSNEZRNNSQOJ5Y5VP
sales,Accops Brand Files/Wallpaper,Main A.jpg,jpg,1.19,2025-10-07,2025-10-07,SANDIP MALLIK,Brand; Sales,Brand,,,,active,no,not a document,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Accops%20Brand%20Files/Wallpaper/Main%20A.jpg,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT7XGISPF7ALFBEKUAB5EFIYXETX
sales,Accops Brand Files/Wallpaper,Main B.jpg,jpg,1.69,2025-10-07,2025-10-07,SANDIP MALLIK,Brand; Sales,Brand,,,,active,no,not a document,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Accops%20Brand%20Files/Wallpaper/Main%20B.jpg,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHTYXGSNNJTM35RGYBY7OY34J2VF4
sales,Accops Featured in Reports,Accops recognized by Gartner_ Oct 2024.pdf,pdf,0.63,2025-08-20,2025-07-09,SANDIP MALLIK,Analyst Report; Sales,Analyst Report,,,,active,yes,,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Accops%20Featured%20in%20Reports/Accops%20recognized%20by%20Gartner_%20Oct%202024.pdf,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT7YA7S7RVRLMZEL44IYVZNOB5QG
sales,Brochures & Datasheets,Accops Virtual Browser Solution for Internet Access.pdf,pdf,0.87,2025-11-12,2025-11-12,SANDIP MALLIK,Brochure; Sales,Brochure,,,,active,yes,,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Brochures%20%26%20Datasheets/Accops%20Virtual%20Browser%20Solution%20for%20Internet%20Access.pdf,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT2QTEXKTAC3DZCKEFEPIGKCQ5DC
sales,Brochures & Datasheets/New,Accops + Proxmox Brochure.V2 Oct 2025.pdf,pdf,2.31,2025-11-10,2025-11-10,Samhita TV,Brochure; Sales,Brochure,,,,active,yes,,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Brochures%20%26%20Datasheets/New/Accops%20+%20Proxmox%20Brochure.V2%20Oct%202025.pdf,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT7HKQVV6UOHYRFIZZ4WMLFU22HT
sales,Brochures & Datasheets/New,Accops DaaS Brochure 2025.pdf,pdf,3.95,2025-11-10,2025-11-10,SANDIP MALLIK,Brochure; DaaS; Sales,Brochure,,DaaS,,active,yes,,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Brochures%20%26%20Datasheets/New/Accops%20DaaS%20Brochure%202025.pdf,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT3VM4FCTMR5EVBL33T74TD4F75F
sales,Brochures & Datasheets/New,Accops Defence Brochure Nov 25 V4.pdf,pdf,3.59,2025-11-17,2025-11-17,SANDIP MALLIK,Brochure; Government; Sales,Brochure,Government,,,active,yes,,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Brochures%20%26%20Datasheets/New/Accops%20Defence%20Brochure%20Nov%2025%20V4.pdf,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT4OJX6HT5GDVBFZW4NJ73SLZONP
sales,Brochures & Datasheets/New,Accops Digital Workspace Brochure 2025.pdf,pdf,1.08,2025-11-10,2025-11-10,SANDIP MALLIK,Brochure; Sales,Brochure,,,,active,yes,,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Brochures%20%26%20Datasheets/New/Accops%20Digital%20Workspace%20Brochure%202025.pdf,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT4V6JSEG3RV7ZBJAN2HRUWB7ZDN
sales,Brochures & Datasheets/New,Accops Huddle Brochure.V3.pdf,pdf,1.71,2025-10-29,2025-10-29,SANDIP MALLIK,Brochure; Sales,Brochure,,,,active,yes,,https://propalmsnetwork.sharepoint.com/sites/Company/Shared%20Documents/Sales/Sales%20Collateral/Brochures%20%26%20Datasheets/New/Accops%20Huddle%20Brochure.V3.pdf,b!MW22Pukebk6aWlrjbkWCK27cJOS0bM9OhUq0QE7-doKh1nVGqaB-SKHlnIF7W6dj,01X5UIHT7JT3IXL2DCQRA244FOFK55554H
